contigName	contigLen	totalAvgDepth	sample1.sort	sample1.sort-var
NODE_140_length_15520_cov_5.209505	15520	12.1409	12.1409	18.689
NODE_141_length_15518_cov_6.393326	15518	15.5074	15.5074	22.8268
NODE_142_length_15498_cov_5.154763	15498	11.7987	11.7987	14.6279
NODE_143_length_15497_cov_5.227561	15497	12.1271	12.1271	15.0659
NODE_144_length_15317_cov_4.154108	15317	9.38828	9.38828	12.7297
NODE_145_length_15231_cov_5.786966	15231	13.0861	13.0861	16.5351
NODE_146_length_14905_cov_5.678451	14905	12.908	12.908	18.5931
NODE_147_length_14827_cov_5.039060	14827	11.6312	11.6312	14.6299
NODE_148_length_14783_cov_3.137765	14783	7.46183	7.46183	8.31024
NODE_149_length_14751_cov_5.794706	14751	13.1336	13.1336	22.7382
NODE_150_length_14290_cov_6.224236	14290	14.4802	14.4802	22.1362
NODE_151_length_14245_cov_3.719239	14245	8.53068	8.53068	11.2899
NODE_152_length_14071_cov_5.306792	14071	12.3564	12.3564	17.0688
NODE_153_length_14043_cov_5.264655	14043	12.2382	12.2382	22.2132
NODE_154_length_14002_cov_5.204130	14002	11.9229	11.9229	19.923
NODE_155_length_13943_cov_9.548027	13943	22.8306	22.8306	39.7997
NODE_156_length_13913_cov_4.176288	13913	9.43849	9.43849	11.9318
NODE_157_length_13894_cov_5.665655	13894	12.7768	12.7768	16.7101
NODE_158_length_13876_cov_7.092396	13876	15.3635	15.3635	21.5078
NODE_159_length_13721_cov_5.340846	13721	12.0087	12.0087	13.4651
NODE_160_length_13611_cov_6.256270	13611	14.4817	14.4817	19.6998
NODE_161_length_13564_cov_4.649789	13564	10.583	10.583	14.6489
NODE_162_length_13518_cov_3.526480	13518	8.00374	8.00381	9.43625
NODE_163_length_13401_cov_4.012813	13401	9.1341	9.1341	11.2544
NODE_164_length_13373_cov_3.706487	13373	8.55721	8.55721	10.2255
NODE_165_length_13202_cov_5.952613	13202	12.541	12.541	20.0097
NODE_166_length_13160_cov_4.447615	13160	10.2614	10.2614	10.3713
NODE_167_length_13132_cov_5.304045	13132	12.0176	12.0176	15.5372
NODE_168_length_13066_cov_4.753670	13066	10.9921	10.9921	14.1701
NODE_169_length_13056_cov_6.172525	13056	14.0243	14.0243	22.6613
NODE_170_length_13016_cov_3.477818	13016	8.14876	8.14876	11.5583
NODE_171_length_12978_cov_4.695349	12978	10.9095	10.9095	14.5955
NODE_172_length_12879_cov_4.272146	12879	9.64797	9.64797	13.0926
NODE_173_length_12742_cov_5.832742	12742	13.1998	13.1998	21.2736
NODE_174_length_12642_cov_4.511401	12642	10.1308	10.1308	14.1316
NODE_175_length_12640_cov_5.016845	12640	11.7218	11.7218	20.4469
NODE_176_length_12618_cov_4.914113	12618	11.254	11.254	17.9585
NODE_177_length_12604_cov_5.212049	12604	12.0471	12.0471	14.0996
NODE_178_length_12499_cov_5.767117	12499	13.3093	13.3093	26.6595
NODE_179_length_12470_cov_4.583246	12470	10.6841	10.6841	14.7369
NODE_180_length_12456_cov_6.122732	12456	13.7583	13.7583	50.3332
NODE_181_length_12305_cov_3.533878	12305	8.42336	8.42336	10.9119
NODE_182_length_12300_cov_5.424990	12300	12.9161	12.9161	17.7106
NODE_183_length_12266_cov_3.631234	12266	8.48737	8.48737	10.73
NODE_184_length_12212_cov_11.549560	12212	26.554	26.554	44.2182
NODE_185_length_12124_cov_2.972657	12124	7.17688	7.17688	7.84647
NODE_186_length_12086_cov_4.532375	12086	10.384	10.384	16.4785
NODE_187_length_11972_cov_5.498699	11972	12.1831	12.1831	15.5233
NODE_188_length_11856_cov_3.932294	11856	8.95635	8.95635	11.5232
NODE_189_length_11777_cov_4.555622	11777	10.5029	10.503	11.1838
NODE_190_length_11739_cov_3.567357	11739	8.31763	8.31763	11.3109
NODE_191_length_11687_cov_5.635660	11687	13.0953	13.0953	17.8139
NODE_192_length_11679_cov_3.888162	11679	8.82184	8.82184	10.3587
NODE_193_length_11570_cov_3.865132	11570	8.86891	8.869	10.6247
NODE_194_length_11552_cov_6.208315	11552	14.1143	14.1143	25.1725
NODE_195_length_11451_cov_5.658213	11451	12.9381	12.9381	20.636
NODE_196_length_11451_cov_5.363724	11451	12.3593	12.3593	20.7518
NODE_197_length_11356_cov_4.116715	11356	9.19168	9.19168	13.0437
NODE_198_length_11224_cov_19.339959	11224	37.993	37.993	141.82
NODE_199_length_11131_cov_3.551011	11131	8.18578	8.18578	9.63133
NODE_200_length_11077_cov_5.295046	11077	12.2286	12.2286	19.9172
NODE_201_length_11054_cov_5.114829	11054	11.4275	11.4275	15.5965
NODE_202_length_10983_cov_3.127654	10983	7.54288	7.54288	9.82911
NODE_203_length_10927_cov_5.801876	10927	13.4856	13.4856	23.5708
NODE_204_length_10760_cov_5.226530	10760	11.8833	11.8833	15.6432
NODE_205_length_10758_cov_4.327478	10758	10.2569	10.2569	14.1077
NODE_206_length_10693_cov_5.159522	10693	11.837	11.837	16.948
NODE_207_length_10671_cov_2.998304	10671	7.0095	7.0095	9.9299
NODE_208_length_10662_cov_7.016310	10662	15.9734	15.9734	21.5244
NODE_209_length_10625_cov_5.892053	10625	13.3028	13.3028	17.1676
NODE_210_length_10594_cov_4.784230	10594	11.3249	11.3249	15.3069
NODE_211_length_10564_cov_10.361785	10564	24.0713	24.0713	47.3169
NODE_212_length_10549_cov_4.458548	10549	10.0606	10.0607	16.4496
NODE_213_length_10486_cov_5.395456	10486	12.703	12.703	15.8168
NODE_214_length_10466_cov_4.634041	10466	10.7692	10.7692	13.1164
NODE_215_length_10406_cov_3.354555	10406	7.72338	7.72338	12.3352
NODE_216_length_10384_cov_5.060025	10384	11.6069	11.6069	14.2869
NODE_217_length_10261_cov_4.253184	10261	9.67481	9.67481	15.1895
NODE_218_length_10078_cov_5.695001	10078	13.0613	13.0613	18.5984
NODE_219_length_10059_cov_3.725510	10059	8.54607	8.54607	12.2436
NODE_220_length_10041_cov_5.287603	10041	12.0584	12.0584	21.9349
NODE_221_length_10022_cov_3.628976	10022	8.22751	8.22751	9.6756
NODE_222_length_10019_cov_6.300883	10019	14.8958	14.8958	25.9182
NODE_223_length_9993_cov_5.886798	9993	12.9256	12.9257	18.8015
NODE_224_length_9974_cov_5.506301	9974	12.7634	12.7634	20.5694
NODE_225_length_9961_cov_5.093075	9961	11.5337	11.5337	18.2592
NODE_226_length_9954_cov_5.003334	9954	11.3594	11.3594	14.5775
NODE_227_length_9924_cov_3.626913	9924	7.84039	7.84039	9.51313
NODE_228_length_9903_cov_15.166227	9903	34.4544	34.4544	51.0987
NODE_229_length_9853_cov_5.588181	9853	13.4084	13.4084	25.3583
NODE_230_length_9849_cov_3.252604	9849	7.731	7.731	11.0563
NODE_231_length_9802_cov_6.611573	9802	15.1071	15.1071	25.9867
NODE_232_length_9769_cov_5.329524	9769	11.8534	11.8534	16.3242
NODE_233_length_9731_cov_9.193262	9731	21.2622	21.2623	33.0681
NODE_234_length_9715_cov_6.436957	9715	15.0128	15.0128	26.5112
NODE_235_length_9652_cov_5.577785	9652	13.0124	13.0124	15.9841
NODE_236_length_9645_cov_6.033785	9645	13.6754	13.6754	19.5615
NODE_237_length_9635_cov_2.962422	9635	7.04407	7.04407	7.56003
NODE_238_length_9546_cov_3.273944	9546	7.46946	7.46946	12.5536
NODE_239_length_9539_cov_6.136124	9539	14.0463	14.0463	15.5526
NODE_240_length_9526_cov_4.166192	9526	9.44422	9.44422	19.7997
NODE_241_length_9512_cov_3.009728	9512	6.93655	6.93655	8.21215
NODE_242_length_9495_cov_4.631356	9495	10.3113	10.3113	12.1252
NODE_243_length_9452_cov_11.507077	9452	27.1045	27.1045	60.4512
NODE_244_length_9434_cov_3.544088	9434	8.33735	8.33735	11.0145
NODE_245_length_9395_cov_4.465525	9395	10.2348	10.2348	10.9304
NODE_246_length_9353_cov_5.516025	9353	13.0749	13.0749	27.7531
NODE_247_length_9273_cov_5.181927	9273	12.0293	12.0293	17.7455
NODE_248_length_9254_cov_2.980541	9254	7.26483	7.26483	10.0966
NODE_249_length_9238_cov_4.066645	9238	9.31745	9.31745	12.3757
NODE_250_length_9193_cov_6.901510	9193	15.9306	15.9306	19.7593
NODE_251_length_9070_cov_4.869329	9070	11.2332	11.2332	14.5779
NODE_252_length_8988_cov_3.457853	8988	7.90326	7.90326	10.2362
NODE_253_length_8959_cov_3.647125	8959	8.23465	8.23465	10.8801
NODE_254_length_8903_cov_6.670660	8903	14.9032	14.9032	21.5393
NODE_255_length_8845_cov_3.271559	8845	7.64796	7.64796	7.18974
NODE_256_length_8830_cov_2.569345	8830	6.15933	6.15933	7.09548
NODE_257_length_8817_cov_2.986533	8817	7.28534	7.28534	8.85512
NODE_258_length_8805_cov_4.601600	8805	10.8024	10.8024	10.0722
NODE_259_length_8798_cov_5.411758	8798	12.2051	12.2051	19.268
NODE_260_length_8784_cov_6.902280	8784	16.2305	16.2305	34.8227
NODE_261_length_8651_cov_4.769428	8651	10.7587	10.7587	15.3866
NODE_262_length_8628_cov_4.742681	8628	10.8655	10.8655	11.7152
NODE_263_length_8603_cov_2.897754	8603	6.77322	6.77322	6.62022
NODE_264_length_8584_cov_4.687537	8584	10.6808	10.6808	12.2715
NODE_265_length_8557_cov_5.090214	8557	11.4739	11.4739	17.157
NODE_266_length_8468_cov_3.775823	8468	8.77783	8.77783	10.7761
NODE_267_length_8462_cov_4.534555	8462	10.3203	10.3203	15.158
NODE_268_length_8456_cov_5.047375	8456	11.6676	11.6676	15.1506
NODE_269_length_8442_cov_3.056874	8442	7.31512	7.31512	11.8731
NODE_270_length_8385_cov_3.134094	8385	7.73212	7.73212	10.676
NODE_271_length_8346_cov_2.615849	8346	6.12884	6.12884	5.98507
NODE_272_length_8331_cov_2.837240	8331	6.91725	6.91725	7.63103
NODE_273_length_8301_cov_4.293839	8301	9.70335	9.70335	14.2969
NODE_274_length_8290_cov_3.045537	8290	7.17555	7.17555	10.1368
NODE_275_length_8288_cov_5.458521	8288	12.6575	12.6575	20.86
NODE_276_length_8278_cov_3.506993	8278	8.47785	8.47785	12.2563
NODE_277_length_8264_cov_4.896577	8264	11.5234	11.5234	14.323
NODE_278_length_8247_cov_5.282959	8247	12.1733	12.1733	14.6372
NODE_279_length_8241_cov_4.434522	8241	10.2363	10.2363	15.3122
NODE_280_length_8182_cov_3.846315	8182	8.82918	8.82918	10.4808
NODE_281_length_8141_cov_3.998392	8141	9.01164	9.01164	12.5773
NODE_282_length_8096_cov_4.050740	8096	9.26919	9.26919	10.5756
NODE_283_length_8046_cov_6.919785	8046	14.1122	14.1122	20.2125
NODE_284_length_8007_cov_4.854879	8007	11.3351	11.3351	14.1465
NODE_285_length_7978_cov_4.770920	7978	11.1708	11.1708	17.6509
NODE_286_length_7960_cov_3.037698	7960	7.2146	7.2146	7.99465
NODE_287_length_7923_cov_4.305669	7923	9.90763	9.90763	11.7331
NODE_288_length_7912_cov_5.697340	7912	13.0912	13.0912	16.8717
NODE_289_length_7909_cov_3.245480	7909	7.69854	7.69854	11.4913
NODE_290_length_7870_cov_4.639155	7870	10.7	10.7	16.3689
NODE_291_length_7848_cov_11.330938	7848	26.478	26.478	58.6616
NODE_292_length_7832_cov_4.631477	7832	10.7121	10.7121	10.8269
NODE_293_length_7784_cov_3.831155	7784	8.62287	8.62287	9.59462
NODE_294_length_7779_cov_3.816805	7779	8.88111	8.88111	10.7175
NODE_295_length_7752_cov_2.723009	7752	6.45554	6.45554	6.28042
NODE_296_length_7748_cov_4.733264	7748	10.7345	10.7345	18.8324
NODE_297_length_7712_cov_5.154238	7712	11.8909	11.8909	12.3565
NODE_298_length_7675_cov_6.384908	7675	12.5855	12.5855	21.3301
NODE_299_length_7670_cov_4.178070	7670	9.29973	9.29973	12.8293
NODE_300_length_7660_cov_5.209599	7660	12.3224	12.3224	22.9916
NODE_301_length_7645_cov_2.923584	7645	6.78692	6.78692	7.02444
NODE_302_length_7568_cov_4.279782	7568	10.0074	10.0074	12.4493
NODE_303_length_7520_cov_5.624782	7520	12.8719	12.8719	16.0479
NODE_304_length_7514_cov_5.284891	7514	12.0202	12.0202	30.8873
NODE_305_length_7502_cov_2.662952	7502	6.25027	6.25027	7.82936
NODE_306_length_7492_cov_22.867554	7492	43.115	43.115	113.348
NODE_307_length_7489_cov_5.395749	7489	12.2811	12.2811	18.7923
NODE_308_length_7428_cov_2.450834	7428	5.76491	5.76491	6.87802
NODE_309_length_7426_cov_5.170805	7426	11.8668	11.8668	14.9126
NODE_310_length_7426_cov_4.812644	7426	11.144	11.144	14.2321
NODE_311_length_7390_cov_8.001363	7390	15.8086	15.8086	26.5931
NODE_312_length_7389_cov_3.709572	7389	8.4933	8.4933	9.1405
NODE_313_length_7382_cov_6.886584	7382	14.2283	14.2283	23.0078
NODE_314_length_7357_cov_5.904958	7357	13.2178	13.2178	17.5266
NODE_315_length_7346_cov_4.213002	7346	9.59227	9.59227	15.1269
NODE_316_length_7335_cov_4.276511	7335	9.39499	9.39499	12.9199
NODE_317_length_7267_cov_2.779673	7267	6.83884	6.83884	9.99115
NODE_318_length_7237_cov_5.536898	7237	12.7851	12.7851	16.791
NODE_319_length_7227_cov_4.995817	7227	11.4786	11.4786	15.3278
NODE_320_length_7219_cov_8.299553	7219	16.0659	16.0659	48.5994
NODE_321_length_7219_cov_5.302345	7219	12.1033	12.1033	24.5131
NODE_322_length_7213_cov_4.270886	7213	10.0086	10.0086	12.9187
NODE_323_length_7193_cov_8.892407	7193	20.2248	20.2248	37.2207
NODE_324_length_7192_cov_2.542945	7192	6.02826	6.02826	6.75146
NODE_325_length_7192_cov_2.522208	7192	6.0115	6.0115	6.43208
NODE_326_length_7144_cov_2.717873	7144	6.64269	6.64269	5.99037
NODE_327_length_7104_cov_3.133069	7104	7.10311	7.10311	6.69813
NODE_328_length_7098_cov_2.801789	7098	6.55901	6.55901	8.44899
NODE_329_length_7093_cov_4.694089	7093	10.5794	10.5794	13.5179
NODE_330_length_7090_cov_2.754655	7090	6.68559	6.68559	8.16717
NODE_331_length_7084_cov_3.216674	7084	7.73594	7.73594	10.4649
NODE_332_length_7078_cov_2.209739	7078	5.24942	5.24942	4.41005
NODE_333_length_7068_cov_4.334807	7068	9.99957	9.99957	14.1976
NODE_334_length_7027_cov_5.341796	7027	12.5382	12.5382	19.6588
NODE_335_length_7011_cov_7.130247	7011	14.786	14.786	23.0514
NODE_336_length_7011_cov_2.703853	7011	6.29646	6.29646	6.32105
NODE_337_length_6990_cov_4.541168	6990	10.4949	10.4949	12.596
NODE_338_length_6967_cov_4.941117	6967	10.8397	10.8397	16.5376
NODE_339_length_6944_cov_3.830454	6944	8.90963	8.90963	12.6535
NODE_340_length_6930_cov_5.369164	6930	12.7013	12.7013	24.3904
NODE_341_length_6906_cov_5.182747	6906	11.9879	11.9879	20.1776
NODE_342_length_6896_cov_4.613361	6896	11.5427	11.5427	15.5657
NODE_343_length_6889_cov_4.457126	6889	10.6537	10.6537	22.0726
NODE_344_length_6887_cov_4.281030	6887	9.82247	9.82247	14.3659
NODE_345_length_6865_cov_3.026872	6865	7.11467	7.11467	6.40534
NODE_346_length_6849_cov_24.049161	6849	50.9522	50.9522	125.85
NODE_347_length_6842_cov_2.889642	6842	6.66721	6.66721	8.61814
NODE_348_length_6834_cov_4.093819	6834	9.40036	9.40036	11.7536
NODE_349_length_6813_cov_4.887541	6813	12.4129	12.4129	26.9584
NODE_350_length_6787_cov_7.668746	6787	17.637	17.637	23.5797
NODE_351_length_6779_cov_4.243605	6779	9.5666	9.5666	12.8652
NODE_352_length_6774_cov_5.082155	6774	11.5787	11.5787	14.2149
NODE_353_length_6715_cov_4.500601	6715	10.3561	10.3561	14.5273
NODE_354_length_6710_cov_4.459204	6710	10.0938	10.0938	16.4052
NODE_355_length_6707_cov_4.574414	6707	10.3123	10.3123	16.2209
NODE_356_length_6705_cov_3.897143	6705	9.12571	9.12571	9.17605
NODE_357_length_6692_cov_5.760133	6692	13.257	13.257	17.65
NODE_358_length_6688_cov_3.998492	6688	9.52768	9.52784	13.1106
NODE_359_length_6665_cov_5.218457	6665	12.1084	12.1084	12.0899
NODE_360_length_6664_cov_2.843849	6664	6.62343	6.62343	8.43866
NODE_361_length_6661_cov_8.942325	6661	20.3671	20.3671	30.7503
NODE_362_length_6656_cov_5.276473	6656	12.0271	12.0271	15.4898
NODE_363_length_6599_cov_3.734872	6599	8.23973	8.23973	13.6023
NODE_364_length_6587_cov_3.045009	6587	7.58148	7.58148	11.68
NODE_365_length_6584_cov_5.219789	6584	12.2446	12.2446	14.3874
NODE_366_length_6578_cov_2.637743	6578	6.22589	6.22589	6.04756
NODE_367_length_6557_cov_3.035528	6557	7.1066	7.1066	7.50658
NODE_368_length_6531_cov_7.300185	6531	16.8146	16.8146	22.3885
NODE_369_length_6504_cov_5.224221	6504	11.9844	11.9844	17.6402
NODE_370_length_6504_cov_3.011940	6504	7.22742	7.22742	8.26387
NODE_371_length_6501_cov_5.542042	6501	12.8835	12.8835	14.1574
NODE_372_length_6495_cov_4.940373	6495	11.2177	11.2177	15.9889
NODE_373_length_6470_cov_2.817615	6470	6.73639	6.73639	7.25608
NODE_374_length_6465_cov_2.938066	6465	7.09454	7.09454	8.34716
NODE_375_length_6450_cov_3.074277	6450	7.05857	7.05857	8.07194
NODE_376_length_6446_cov_3.987639	6446	9.16503	9.16503	11.6108
NODE_377_length_6442_cov_2.536089	6442	5.81866	5.81866	7.47776
NODE_378_length_6438_cov_5.294062	6438	12.3276	12.3276	14.0751
NODE_379_length_6418_cov_2.826654	6418	6.53797	6.53797	7.83384
