contigName	contigLen	totalAvgDepth	sample3.sort	sample3.sort-var
NODE_54_length_17706_cov_3.406832	17706	8.65043	8.65043	10.1015
NODE_55_length_17518_cov_3.263987	17518	8.56512	8.56512	11.2733
NODE_56_length_17219_cov_2.994815	17219	7.20499	7.20499	6.49699
NODE_57_length_17100_cov_3.683133	17100	9.32313	9.32313	10.4215
NODE_58_length_16716_cov_2.971970	16716	7.1948	7.1948	7.73352
NODE_59_length_16534_cov_2.797621	16534	6.69849	6.69849	5.97056
NODE_60_length_16351_cov_5.041851	16351	12.0904	12.0904	31.6796
NODE_61_length_16313_cov_3.386025	16313	8.69634	8.69634	10.4416
NODE_62_length_16304_cov_8.759431	16304	19.2493	19.2493	155.119
NODE_63_length_16171_cov_10.999255	16171	26.5025	26.5025	40.682
NODE_64_length_16069_cov_4.895279	16069	12.0665	12.0665	14.646
NODE_65_length_15878_cov_3.283322	15878	7.76081	7.76081	12.2297
NODE_66_length_15757_cov_2.984078	15757	7.81457	7.81457	9.35729
NODE_67_length_15692_cov_2.603441	15692	6.19	6.19	5.77045
NODE_68_length_15636_cov_2.879276	15636	6.99257	6.99257	10.4206
NODE_69_length_15537_cov_2.782909	15537	6.65744	6.65744	6.90208
NODE_70_length_15485_cov_6.943292	15485	15.5038	15.5038	29.0773
NODE_71_length_15451_cov_4.540270	15451	10.8398	10.8398	12.0259
NODE_72_length_15385_cov_3.271885	15385	8.43833	8.43833	9.2105
NODE_73_length_15384_cov_2.945854	15384	6.83143	6.83143	6.02004
NODE_74_length_15322_cov_3.048012	15322	7.19971	7.19971	6.95896
NODE_75_length_15040_cov_4.497364	15040	10.972	10.972	13.9647
NODE_76_length_14980_cov_2.991089	14980	7.28773	7.28773	7.03016
NODE_77_length_14939_cov_3.163464	14939	8.21692	8.21692	10.6006
NODE_78_length_14923_cov_5.600619	14923	12.5866	12.5866	36.8692
NODE_79_length_14868_cov_3.108148	14868	8.08282	8.08282	8.64674
NODE_80_length_14801_cov_4.222772	14801	10.0422	10.0422	13.0237
NODE_81_length_14743_cov_3.053241	14743	7.99157	7.99157	10.7096
NODE_82_length_14685_cov_3.865482	14685	9.01823	9.01823	9.70751
NODE_83_length_14626_cov_2.929586	14626	6.85998	6.85998	7.29102
NODE_84_length_14527_cov_2.906440	14527	6.65897	6.65897	7.7723
NODE_85_length_14369_cov_3.470588	14369	8.79647	8.79647	12.6086
NODE_86_length_14357_cov_3.529367	14357	8.94144	8.94151	10.4021
NODE_87_length_14244_cov_3.113116	14244	7.49674	7.49674	7.98677
NODE_88_length_14141_cov_3.740097	14141	9.00972	9.00972	10.5925
NODE_89_length_14139_cov_3.500923	14139	9.18758	9.18758	11.0885
NODE_90_length_14084_cov_2.800984	14084	6.81254	6.81254	6.01661
NODE_91_length_14071_cov_8.251356	14071	18.9387	18.9387	38.0452
NODE_92_length_13894_cov_5.252186	13894	12.6002	12.6002	18.2464
NODE_93_length_13809_cov_3.540715	13809	9.05681	9.05681	11.8419
NODE_94_length_13794_cov_3.539777	13794	8.9152	8.91527	12.5516
NODE_95_length_13637_cov_2.816522	13637	6.72106	6.72106	7.0224
NODE_96_length_13596_cov_3.117126	13596	8.10546	8.10546	9.73036
NODE_97_length_13350_cov_3.070026	13350	7.17311	7.17311	7.18248
NODE_98_length_13334_cov_3.296257	13334	7.68576	7.68576	9.1958
NODE_99_length_13269_cov_2.776374	13269	6.72353	6.72353	6.02523
NODE_100_length_13194_cov_3.299110	13194	8.34169	8.34169	10.3298
NODE_101_length_12954_cov_3.552368	12954	9.18073	9.18073	9.90217
NODE_102_length_12791_cov_2.747252	12791	6.43873	6.43873	8.25377
NODE_103_length_12777_cov_3.199183	12777	8.47097	8.47097	9.44675
NODE_104_length_12772_cov_2.795235	12772	6.75614	6.75614	5.72187
NODE_105_length_12698_cov_3.485407	12698	9.07539	9.07539	10.4881
NODE_106_length_12530_cov_3.572505	12530	9.23207	9.23207	12.8829
NODE_107_length_12510_cov_3.386351	12510	8.7373	8.7373	8.86984
NODE_108_length_12476_cov_2.881088	12476	6.89729	6.89729	7.17951
NODE_109_length_12463_cov_2.708897	12463	6.66393	6.66393	8.88812
NODE_110_length_12337_cov_6.303696	12337	14.5979	14.5979	54.6124
NODE_111_length_12198_cov_5.345796	12198	12.8878	12.8878	15.43
NODE_112_length_12174_cov_3.124680	12174	7.41808	7.41808	8.47655
NODE_113_length_12161_cov_4.457790	12161	10.3054	10.3055	11.3575
NODE_114_length_12128_cov_3.555703	12128	8.52855	8.52855	9.61981
NODE_115_length_12121_cov_2.701641	12121	6.68658	6.68658	7.48685
NODE_116_length_12113_cov_3.218942	12113	7.72515	7.72515	7.82806
NODE_117_length_12060_cov_3.026156	12060	7.95155	7.95155	7.54478
NODE_118_length_12051_cov_3.573358	12051	8.94933	8.94933	12.7617
NODE_119_length_12048_cov_3.379471	12048	8.5959	8.5959	10.8186
NODE_120_length_12000_cov_4.227292	12000	10.1771	10.1771	11.5014
NODE_121_length_11940_cov_4.121834	11940	9.33291	9.33291	11.3005
NODE_122_length_11910_cov_3.285027	11910	8.46488	8.46488	10.0262
NODE_123_length_11889_cov_4.370965	11889	9.9822	9.9822	11.4989
NODE_124_length_11729_cov_3.025099	11729	7.7644	7.7644	9.91202
NODE_125_length_11726_cov_3.003342	11726	7.16819	7.16819	9.89453
NODE_126_length_11719_cov_2.952761	11719	7.10753	7.10753	6.55724
NODE_127_length_11709_cov_8.450832	11709	19.7701	19.7701	45.6651
NODE_128_length_11672_cov_2.736593	11672	6.50824	6.50824	5.65656
NODE_129_length_11570_cov_2.626400	11570	6.44746	6.44746	7.59909
NODE_130_length_11558_cov_2.764148	11558	6.52051	6.52051	6.99368
NODE_131_length_11548_cov_3.583225	11548	8.61195	8.61195	8.39001
NODE_132_length_11414_cov_2.592922	11414	6.35742	6.35742	5.60868
NODE_133_length_11284_cov_3.013714	11284	7.97162	7.97162	10.0227
NODE_134_length_11228_cov_3.167010	11228	8.24048	8.24048	10.5341
NODE_135_length_11201_cov_3.464741	11201	8.1893	8.1893	8.79786
NODE_136_length_11120_cov_4.852508	11120	11.5775	11.5776	15.7536
NODE_137_length_11026_cov_2.865555	11026	7.02676	7.02676	6.84572
NODE_138_length_10992_cov_3.196763	10992	8.1223	8.1223	8.6974
NODE_139_length_10893_cov_10.818048	10893	23.7117	23.7117	40.4157
NODE_140_length_10887_cov_3.571917	10887	8.51243	8.51243	9.65457
NODE_141_length_10885_cov_3.260757	10885	8.53135	8.53144	8.92532
NODE_142_length_10760_cov_3.011210	10760	7.98388	7.98388	7.81026
NODE_143_length_10685_cov_3.408937	10685	8.62905	8.62905	8.7148
NODE_144_length_10650_cov_3.232751	10650	8.48543	8.48543	10.3476
NODE_145_length_10633_cov_3.169408	10633	7.62539	7.62539	8.07336
NODE_146_length_10584_cov_2.830943	10584	6.75503	6.75503	6.98404
NODE_147_length_10566_cov_3.835696	10566	8.85349	8.85349	11.2911
NODE_148_length_10561_cov_3.446887	10561	8.60686	8.60686	9.28871
NODE_149_length_10537_cov_3.399733	10537	9.04313	9.04313	9.15482
NODE_150_length_10478_cov_3.303080	10478	8.55897	8.55897	11.972
NODE_151_length_10452_cov_2.504569	10452	6.02601	6.02601	5.22653
NODE_152_length_10425_cov_3.227194	10425	8.16584	8.16584	7.96412
NODE_153_length_10279_cov_2.758803	10279	6.59966	6.59966	5.98485
NODE_154_length_10272_cov_3.159832	10272	8.10877	8.10877	10.7597
NODE_155_length_10218_cov_12.559480	10218	26.0769	26.0769	112.949
NODE_156_length_10213_cov_2.897618	10213	6.72851	6.72851	6.92282
NODE_157_length_10195_cov_2.860256	10195	6.87516	6.87516	7.73768
NODE_158_length_10148_cov_3.337263	10148	8.43749	8.43749	10.4123
NODE_159_length_10143_cov_2.871927	10143	6.8579	6.8579	7.17821
NODE_160_length_10135_cov_8.051290	10135	18.7068	18.7068	94.9451
NODE_161_length_10133_cov_2.758682	10133	6.76941	6.76941	7.06431
NODE_162_length_10124_cov_2.631443	10124	5.88039	5.88039	6.72119
NODE_163_length_10121_cov_3.054540	10121	8.00963	8.00963	5.94246
NODE_164_length_10103_cov_3.016421	10103	7.12941	7.12941	8.62825
NODE_165_length_10021_cov_3.350090	10021	8.46247	8.46247	9.54351
NODE_166_length_9960_cov_2.909944	9960	6.95953	6.95953	7.70484
NODE_167_length_9947_cov_2.363728	9947	5.7192	5.7192	4.78948
NODE_168_length_9901_cov_2.731871	9901	6.46262	6.46262	8.31295
NODE_169_length_9842_cov_3.389496	9842	8.30788	8.30788	10.6588
NODE_170_length_9832_cov_2.513654	9832	6.2327	6.2327	7.36989
NODE_171_length_9775_cov_3.225412	9775	7.6001	7.6001	10.7464
NODE_172_length_9745_cov_2.914241	9745	6.99687	6.99687	8.77215
NODE_173_length_9743_cov_2.874794	9743	6.92578	6.92578	5.44061
NODE_174_length_9734_cov_4.114681	9734	9.77066	9.77066	11.5297
NODE_175_length_9720_cov_3.481842	9720	9.02257	9.02267	9.97131
NODE_176_length_9717_cov_2.843097	9717	6.63677	6.63677	6.5343
NODE_177_length_9627_cov_2.897514	9627	7.58689	7.58689	7.30091
NODE_178_length_9575_cov_9.323214	9575	21.1069	21.1069	116.599
NODE_179_length_9567_cov_3.030593	9567	7.81459	7.81459	6.74753
NODE_180_length_9543_cov_2.513175	9543	6.18748	6.18748	6.78991
NODE_181_length_9529_cov_3.447118	9529	8.39226	8.39226	10.6252
NODE_182_length_9505_cov_16.335344	9505	37.3624	37.3624	45.4064
NODE_183_length_9500_cov_2.726416	9500	6.79273	6.79273	7.18249
NODE_184_length_9458_cov_2.758588	9458	6.6084	6.60851	7.28108
NODE_185_length_9449_cov_2.851927	9449	6.8802	6.8802	7.61697
NODE_186_length_9448_cov_2.806026	9448	6.69563	6.69563	8.52014
NODE_187_length_9445_cov_2.647710	9445	6.24024	6.24024	6.87307
NODE_188_length_9384_cov_2.902133	9384	6.79565	6.79565	6.65859
NODE_189_length_9377_cov_3.337910	9377	8.64463	8.64463	11.0858
NODE_190_length_9372_cov_7.473865	9372	16.3674	16.3674	27.9891
NODE_191_length_9357_cov_3.401097	9357	8.73412	8.73412	11.2679
NODE_192_length_9324_cov_2.369188	9324	5.81491	5.81491	6.50995
NODE_193_length_9267_cov_2.831198	9267	6.65164	6.65164	6.83656
NODE_194_length_9200_cov_2.583816	9200	6.29779	6.29779	5.42782
NODE_195_length_9185_cov_2.851698	9185	6.63044	6.63044	6.71742
NODE_196_length_9172_cov_4.005923	9172	9.62314	9.62325	10.1289
NODE_197_length_9158_cov_2.751840	9158	6.66485	6.66485	7.63395
NODE_198_length_9141_cov_2.811798	9141	6.79891	6.79891	5.56452
NODE_199_length_9129_cov_2.540996	9129	6.23934	6.23934	7.41182
NODE_200_length_9090_cov_6.662756	9090	15.8593	15.8593	34.4579
NODE_201_length_9085_cov_4.332226	9085	10.541	10.541	10.7166
NODE_202_length_9039_cov_2.829920	9039	6.85386	6.85386	7.81993
NODE_203_length_9019_cov_3.292838	9019	8.47751	8.47751	8.41905
NODE_204_length_8958_cov_3.104908	8958	7.98093	7.98093	11.8434
NODE_205_length_8905_cov_3.239322	8905	8.04203	8.04203	9.40411
NODE_206_length_8903_cov_3.623305	8903	9.41917	9.41917	10.9729
NODE_207_length_8887_cov_3.269701	8887	7.54424	7.54424	7.8678
NODE_208_length_8866_cov_2.808535	8866	6.86703	6.86703	7.22125
NODE_209_length_8823_cov_3.244868	8823	7.4559	7.4559	7.53937
NODE_210_length_8818_cov_2.739929	8818	6.27769	6.27769	8.6947
NODE_211_length_8715_cov_7.684411	8715	17.1726	17.1726	36.2604
NODE_212_length_8706_cov_2.492544	8706	6.06311	6.06311	7.21235
NODE_213_length_8643_cov_2.921984	8643	7.67279	7.67279	8.1412
NODE_214_length_8598_cov_2.641227	8598	6.62559	6.62559	6.41238
NODE_215_length_8593_cov_2.493324	8593	6.28805	6.28817	7.26463
NODE_216_length_8513_cov_3.422795	8513	8.58197	8.58197	9.96546
NODE_217_length_8495_cov_3.011967	8495	7.17292	7.17292	7.90055
NODE_218_length_8485_cov_2.836180	8485	7.02963	7.02963	7.98777
NODE_219_length_8450_cov_3.041453	8450	8.04398	8.04398	8.11496
NODE_220_length_8444_cov_2.940517	8444	6.93574	6.93574	7.16898
NODE_221_length_8411_cov_2.850287	8411	6.65004	6.65004	7.34018
NODE_222_length_8392_cov_3.545640	8392	8.80939	8.80939	11.8086
NODE_223_length_8392_cov_2.726760	8392	6.65736	6.65736	5.61342
NODE_224_length_8382_cov_2.990753	8382	7.03377	7.03377	7.43568
NODE_225_length_8381_cov_2.651093	8381	7.14688	7.14688	7.78452
NODE_226_length_8341_cov_2.709389	8341	6.67318	6.67318	6.63272
NODE_227_length_8329_cov_3.013295	8329	6.821	6.821	6.25558
NODE_228_length_8321_cov_2.942173	8321	7.18284	7.18284	7.87284
NODE_229_length_8321_cov_2.770022	8321	6.67727	6.67727	6.90955
NODE_230_length_8321_cov_2.689814	8321	6.55281	6.55281	7.06819
NODE_231_length_8263_cov_3.630848	8263	8.30753	8.30753	9.94206
NODE_232_length_8247_cov_2.749268	8247	6.67494	6.67494	5.85973
NODE_233_length_8241_cov_2.844857	8241	7.87628	7.87628	11.7786
NODE_234_length_8209_cov_2.578857	8209	6.24048	6.24048	5.64907
NODE_235_length_8201_cov_2.763319	8201	6.65706	6.65706	8.28256
NODE_236_length_8153_cov_2.566436	8153	6.15956	6.15956	4.87818
NODE_237_length_8129_cov_3.084593	8129	7.21268	7.21268	8.76438
NODE_238_length_8115_cov_3.326427	8115	8.7484	8.7484	9.72828
NODE_239_length_8098_cov_3.074350	8098	7.3957	7.3957	7.07482
NODE_240_length_8073_cov_2.955725	8073	7.07421	7.07421	7.75791
NODE_241_length_8010_cov_3.760402	8010	9.14847	9.14847	11.1714
NODE_242_length_7993_cov_2.548753	7993	6.18386	6.18386	6.34786
NODE_243_length_7989_cov_3.307159	7989	8.85177	8.85177	10.5467
NODE_244_length_7969_cov_3.147713	7969	7.73321	7.73321	8.76529
NODE_245_length_7957_cov_3.351177	7957	8.63392	8.63392	9.97375
NODE_246_length_7932_cov_3.401803	7932	8.55847	8.55847	9.57567
NODE_247_length_7923_cov_3.328038	7923	8.71697	8.71697	8.58533
NODE_248_length_7910_cov_4.023425	7910	9.84394	9.84394	22.1804
NODE_249_length_7902_cov_2.938830	7902	7.08527	7.08527	9.84579
NODE_250_length_7855_cov_2.430641	7855	5.96067	5.96067	5.82182
NODE_251_length_7835_cov_2.510283	7835	6.15927	6.15927	6.03833
NODE_252_length_7801_cov_2.787503	7801	6.51836	6.51836	5.67064
NODE_253_length_7783_cov_2.589156	7783	6.21643	6.21643	5.04297
NODE_254_length_7770_cov_2.860402	7770	7.08189	7.08189	6.87638
NODE_255_length_7757_cov_3.023630	7757	7.29289	7.29289	6.86352
NODE_256_length_7752_cov_2.549955	7752	6.29584	6.29584	5.82374
NODE_257_length_7728_cov_2.859116	7728	6.8109	6.8109	8.61871
NODE_258_length_7714_cov_3.658310	7714	9.14516	9.14516	10.9496
NODE_259_length_7693_cov_2.719429	7693	6.61527	6.61527	7.70689
NODE_260_length_7649_cov_3.320911	7649	8.06067	8.06067	10.0387
NODE_261_length_7639_cov_3.275976	7639	8.07077	8.07077	11.2824
NODE_262_length_7638_cov_3.309904	7638	8.34869	8.34869	7.26098
NODE_263_length_7625_cov_3.738705	7625	8.88789	8.88789	10.8339
NODE_264_length_7596_cov_2.668081	7596	6.61308	6.61308	5.36346
NODE_265_length_7592_cov_2.735704	7592	6.55442	6.55442	5.66491
NODE_266_length_7579_cov_2.711191	7579	6.54624	6.54624	5.74989
NODE_267_length_7484_cov_3.589985	7484	8.94669	8.94669	8.6761
NODE_268_length_7471_cov_3.204827	7471	8.39612	8.39612	7.33595
NODE_269_length_7457_cov_2.257768	7457	5.21459	5.21459	5.14598
NODE_270_length_7431_cov_3.260304	7431	7.67683	7.67683	8.43165
NODE_271_length_7422_cov_3.173341	7422	7.49574	7.49574	10.5113
NODE_272_length_7412_cov_2.995650	7412	7.71399	7.71399	7.55044
NODE_273_length_7368_cov_2.929988	7368	6.80493	6.80493	6.46422
NODE_274_length_7365_cov_3.064843	7365	7.642	7.642	7.93717
NODE_275_length_7365_cov_2.912996	7365	6.96784	6.96784	6.62105
NODE_276_length_7356_cov_3.258458	7356	8.41549	8.41563	10.8964
NODE_277_length_7350_cov_2.741330	7350	6.34389	6.34389	7.12556
NODE_278_length_7347_cov_4.571860	7347	7.80019	7.80019	13.9466
NODE_279_length_7339_cov_2.965678	7339	6.8954	6.8954	5.20632
NODE_280_length_7331_cov_2.791369	7331	6.7148	6.7148	8.50518
NODE_281_length_7322_cov_2.984313	7322	7.62368	7.62368	10.5112
NODE_282_length_7317_cov_4.759570	7317	12.0198	12.0198	18.9421
NODE_283_length_7283_cov_3.745158	7283	8.74008	8.74008	9.43449
NODE_284_length_7280_cov_2.698685	7280	6.53015	6.53015	6.91915
NODE_285_length_7275_cov_4.213989	7275	10.0373	10.0373	13.0952
NODE_286_length_7275_cov_3.273269	7275	8.57951	8.57951	9.81987
NODE_287_length_7273_cov_2.642283	7273	6.5763	6.5763	7.98699
NODE_288_length_7263_cov_2.837542	7263	6.61901	6.61901	6.62779
NODE_289_length_7260_cov_3.434421	7260	7.49761	7.49761	189.409
NODE_290_length_7246_cov_3.175914	7246	8.64966	8.64966	10.0115
NODE_291_length_7224_cov_3.282187	7224	8.10079	8.10079	7.37951
NODE_292_length_7215_cov_2.632961	7215	6.28931	6.28931	5.29231
NODE_293_length_7199_cov_4.019317	7199	9.72563	9.72563	18.2866
NODE_294_length_7190_cov_3.085774	7190	7.40341	7.40341	10.3845
NODE_295_length_7188_cov_2.774429	7188	6.51847	6.51847	6.70957
NODE_296_length_7180_cov_3.510596	7180	9.06842	9.06842	9.03466
NODE_297_length_7177_cov_6.106571	7177	14.7702	14.7702	80.497
NODE_298_length_7168_cov_3.724729	7168	9.29994	9.30009	11.6229
NODE_299_length_7159_cov_3.103041	7159	8.20845	8.20859	8.68313
NODE_300_length_7158_cov_3.540053	7158	9.08376	9.08376	12.5696
NODE_301_length_7155_cov_2.709014	7155	6.54775	6.54775	7.38636
NODE_302_length_7143_cov_3.008183	7143	6.7825	6.7825	11.9132
NODE_303_length_7091_cov_2.933911	7091	7.13413	7.13413	9.08541
NODE_304_length_7089_cov_2.807791	7089	6.8641	6.8641	7.60805
NODE_305_length_7085_cov_2.692745	7085	6.42523	6.42523	7.59832
NODE_306_length_7055_cov_3.126000	7055	7.33121	7.33121	8.40759
NODE_307_length_7052_cov_2.877519	7052	6.73877	6.73877	7.67721
NODE_308_length_7043_cov_5.214367	7043	12.1626	12.1626	30.9951
NODE_309_length_7038_cov_3.809681	7038	8.84945	8.84945	10.9989
NODE_310_length_7036_cov_3.120613	7036	8.1458	8.1458	10.5534
NODE_311_length_7003_cov_3.022453	7003	7.16299	7.16299	6.19586
NODE_312_length_7002_cov_4.269325	7002	10.8101	10.8101	15.5872
NODE_313_length_6980_cov_3.905560	6980	9.39927	9.39927	18.5591
NODE_314_length_6978_cov_2.555828	6978	6.08026	6.08026	9.5591
NODE_315_length_6956_cov_2.716998	6956	6.54393	6.54393	5.76654
NODE_316_length_6933_cov_4.979354	6933	11.1594	11.1594	19.735
NODE_317_length_6876_cov_4.923618	6876	11.8034	11.8034	16.3767
NODE_318_length_6846_cov_2.653365	6846	6.37216	6.37216	8.3903
NODE_319_length_6840_cov_3.020634	6840	7.18057	7.18057	8.90493
NODE_320_length_6840_cov_2.490052	6840	5.88909	5.88909	4.63441
NODE_321_length_6803_cov_2.518228	6803	6.25297	6.25297	6.0304
NODE_322_length_6782_cov_2.791883	6782	6.79885	6.79885	7.36943
NODE_323_length_6776_cov_2.937658	6776	7.12119	7.12119	7.49615
NODE_324_length_6767_cov_3.177741	6767	7.48557	7.48557	9.24143
NODE_325_length_6762_cov_2.806918	6762	6.49425	6.49425	7.30449
NODE_326_length_6761_cov_3.003728	6761	7.2101	7.2101	6.62189
NODE_327_length_6739_cov_3.563136	6739	8.63743	8.63743	7.58605
NODE_328_length_6734_cov_3.045516	6734	8.30483	8.30483	9.8694
NODE_329_length_6717_cov_2.413089	6717	5.8264	5.8264	6.93358
NODE_330_length_6694_cov_2.703269	6694	6.58466	6.58466	6.01522
NODE_331_length_6691_cov_2.669831	6691	6.35178	6.35178	5.71891
NODE_332_length_6674_cov_2.731833	6674	6.647	6.647	8.22565
NODE_333_length_6670_cov_2.658201	6670	6.4842	6.4842	6.21305
NODE_334_length_6666_cov_3.053396	6666	7.0353	7.0353	18.2719
NODE_335_length_6646_cov_3.164315	6646	7.92842	7.92842	7.84603
NODE_336_length_6638_cov_2.756950	6638	6.20777	6.20777	5.22618
NODE_337_length_6621_cov_5.075236	6621	12.5886	12.5886	14.7
NODE_338_length_6595_cov_3.264832	6595	8.56726	8.56742	7.42055
NODE_339_length_6592_cov_2.953801	6592	7.31869	7.31869	9.58615
NODE_340_length_6587_cov_2.706062	6587	6.31055	6.31055	5.85334
NODE_341_length_6580_cov_11.771648	6580	26.8941	26.8941	40.3857
NODE_342_length_6580_cov_2.968736	6580	7.02877	7.02877	8.37229
NODE_343_length_6551_cov_2.890240	6551	6.78066	6.78066	5.93094
NODE_344_length_6525_cov_12.769088	6525	28.3526	28.3526	58.6841
NODE_345_length_6517_cov_2.575673	6517	6.25114	6.25114	8.01309
NODE_346_length_6513_cov_3.175596	6513	7.51689	7.51689	7.11787
NODE_347_length_6495_cov_3.248758	6495	7.98298	7.98298	5.70717
NODE_348_length_6480_cov_2.943969	6480	7.12196	7.12196	7.55062
NODE_349_length_6471_cov_2.872974	6471	6.7839	6.7839	6.90483
NODE_350_length_6458_cov_3.527409	6458	9.26934	9.26934	12.582
NODE_351_length_6455_cov_3.609688	6455	9.57954	9.57954	13.7226
NODE_352_length_6445_cov_2.749139	6445	6.47482	6.47482	7.87249
NODE_353_length_6442_cov_2.596211	6442	6.07374	6.07374	6.49875
NODE_354_length_6439_cov_2.857299	6439	7.21387	7.21387	8.74176
NODE_355_length_6401_cov_2.031516	6401	5.11934	5.11934	4.82566
NODE_356_length_6399_cov_2.569199	6399	6.06209	6.06209	5.58418
NODE_357_length_6387_cov_6.472521	6387	15.5235	15.5235	32.2786
NODE_358_length_6379_cov_3.060563	6379	7.21432	7.21432	12.8752
NODE_359_length_6377_cov_3.015976	6377	7.09298	7.09298	7.02848
NODE_360_length_6366_cov_3.102678	6366	8.17342	8.17342	8.25144
NODE_361_length_6366_cov_2.540643	6366	6.07465	6.07465	5.40971
NODE_362_length_6356_cov_3.101571	6356	7.39913	7.39913	7.48108
NODE_363_length_6349_cov_4.533683	6349	10.1876	10.1876	13.5517
NODE_364_length_6347_cov_4.787667	6347	11.9248	11.9248	20.6069
NODE_365_length_6344_cov_2.813325	6344	6.67323	6.67323	7.1731
NODE_366_length_6339_cov_2.544876	6339	6.09969	6.09969	6.16477
NODE_367_length_6336_cov_2.479701	6336	6.22842	6.22842	6.63437
NODE_368_length_6293_cov_2.257935	6293	5.26664	5.26664	6.70928
NODE_369_length_6283_cov_2.744862	6283	6.45687	6.45687	5.49707
NODE_370_length_6281_cov_3.047061	6281	7.37808	7.37808	8.06053
NODE_371_length_6276_cov_2.962064	6276	7.15491	7.15491	9.22776
NODE_372_length_6264_cov_3.574167	6264	8.78492	8.78492	9.24024
NODE_373_length_6259_cov_3.312701	6259	7.89966	7.89966	7.84801
NODE_374_length_6249_cov_2.994188	6249	7.01	7.01	6.71673
NODE_375_length_6245_cov_2.260258	6245	5.81313	5.81313	8.30283
NODE_376_length_6234_cov_3.129794	6234	7.93162	7.93162	9.83174
NODE_377_length_6225_cov_2.939060	6225	7.0828	7.0828	8.91204
