contigName	contigLen	totalAvgDepth	sample2.sort	sample2.sort-var
NODE_169_length_15153_cov_3.918334	15153	8.78924	8.78924	11.2904
NODE_170_length_14940_cov_8.065032	14940	18.9251	18.9251	27.558
NODE_171_length_14923_cov_4.134248	14923	9.34387	9.34387	14.2849
NODE_172_length_14761_cov_4.740650	14761	10.6891	10.6891	14.4462
NODE_173_length_14735_cov_4.688556	14735	10.5864	10.5864	12.8041
NODE_174_length_14544_cov_23.508731	14544	53.6164	53.6164	120.027
NODE_175_length_14491_cov_4.732751	14491	10.71	10.71	14.0552
NODE_176_length_14210_cov_3.394631	14210	7.52013	7.52013	11.5173
NODE_177_length_14117_cov_3.587612	14117	7.92482	7.92482	11.1181
NODE_178_length_14068_cov_8.106544	14068	19.2671	19.2671	33.3903
NODE_179_length_14019_cov_8.623675	14019	20.8868	20.8868	30.9572
NODE_180_length_14007_cov_5.725344	14007	13.0626	13.0626	16.9715
NODE_181_length_13913_cov_6.185885	13913	14.1357	14.1357	19.9343
NODE_182_length_13899_cov_5.100838	13899	11.6824	11.6824	18.0078
NODE_183_length_13876_cov_6.158382	13876	13.9934	13.9934	17.8843
NODE_184_length_13782_cov_4.345523	13782	9.86202	9.86202	11.7379
NODE_185_length_13777_cov_3.642180	13777	8.25449	8.25449	9.19949
NODE_186_length_13510_cov_4.294240	13510	9.81662	9.81662	12.6753
NODE_187_length_13509_cov_3.667608	13509	8.61165	8.61165	11.0257
NODE_188_length_13470_cov_5.301901	13470	12.2357	12.2357	13.3909
NODE_189_length_13418_cov_4.204146	13418	9.43661	9.43669	12.4498
NODE_190_length_13406_cov_9.691634	13406	23.0329	23.0329	37.2242
NODE_191_length_13387_cov_4.346085	13387	9.97182	9.97182	15.6559
NODE_192_length_13374_cov_4.763871	13374	10.9976	10.9976	15.4619
NODE_193_length_13362_cov_3.175847	13362	7.00954	7.00954	10.6368
NODE_194_length_13316_cov_4.997587	13316	11.3273	11.3273	14.4908
NODE_195_length_13307_cov_5.066556	13307	11.5414	11.5414	13.8579
NODE_196_length_13305_cov_4.079472	13305	9.20015	9.20023	13.5278
NODE_197_length_13156_cov_5.049386	13156	11.3598	11.3598	19.3199
NODE_198_length_13142_cov_4.830824	13142	11.015	11.015	15.8628
NODE_199_length_13030_cov_9.114451	13030	21.2315	21.2315	32.7771
NODE_200_length_12939_cov_4.657016	12939	10.732	10.732	13.5003
NODE_201_length_12851_cov_3.133401	12851	7.00409	7.00409	9.53402
NODE_202_length_12652_cov_4.139160	12652	9.23172	9.23172	13.1705
NODE_203_length_12633_cov_4.778184	12633	10.7826	10.7826	14.9286
NODE_204_length_12615_cov_5.046895	12615	11.7209	11.7209	19.3456
NODE_205_length_12577_cov_4.714822	12577	11.0597	11.0597	13.9031
NODE_206_length_12569_cov_3.488653	12569	7.76576	7.76576	9.84513
NODE_207_length_12500_cov_4.850864	12500	10.4917	10.4917	15.6895
NODE_208_length_12490_cov_9.214636	12490	21.9625	21.9625	35.1909
NODE_209_length_12490_cov_7.928187	12490	18.9654	18.9654	29.021
NODE_210_length_12388_cov_4.420822	12388	10.1005	10.1005	12.5828
NODE_211_length_12352_cov_4.483451	12352	9.93378	9.93378	14.0366
NODE_212_length_12220_cov_5.387259	12220	12.4721	12.4721	15.7099
NODE_213_length_12211_cov_9.348141	12211	21.78	21.78	28.9478
NODE_214_length_12180_cov_3.446845	12180	7.72303	7.72303	8.04691
NODE_215_length_12104_cov_3.459291	12104	7.85294	7.85294	9.73614
NODE_216_length_12067_cov_8.447636	12067	19.1383	19.1383	35.547
NODE_217_length_12047_cov_5.059206	12047	11.329	11.329	17.4544
NODE_218_length_11923_cov_4.112150	11923	9.24599	9.24599	10.7112
NODE_219_length_11904_cov_10.606211	11904	25.4051	25.4051	42.1724
NODE_220_length_11865_cov_4.696105	11865	10.6049	10.6049	16.13
NODE_221_length_11805_cov_3.452511	11805	7.80498	7.80498	8.28508
NODE_222_length_11794_cov_6.266377	11794	14.4958	14.4958	24.638
NODE_223_length_11779_cov_4.647646	11779	10.6499	10.6499	15.3449
NODE_224_length_11666_cov_4.212815	11666	10.423	10.423	13.2491
NODE_225_length_11638_cov_4.624191	11638	10.9049	10.9049	14.8141
NODE_226_length_11598_cov_3.807329	11598	8.53852	8.53852	12.0042
NODE_227_length_11481_cov_4.675389	11481	10.5758	10.5758	15.7289
NODE_228_length_11435_cov_6.404130	11435	15.3968	15.3968	18.793
NODE_229_length_11236_cov_4.524193	11236	10.3965	10.3965	12.0558
NODE_230_length_11220_cov_3.254366	11220	7.26983	7.26983	8.11699
NODE_231_length_11211_cov_4.220688	11211	10.1293	10.1293	16.2341
NODE_232_length_11156_cov_5.759841	11156	12.64	12.64	22.1418
NODE_233_length_11147_cov_4.230436	11147	9.91834	9.91834	16.3287
NODE_234_length_11143_cov_2.820346	11143	6.4693	6.4693	7.58024
NODE_235_length_11125_cov_3.637669	11125	8.11526	8.11526	10.7564
NODE_236_length_11076_cov_7.310226	11076	17.6094	17.6094	27.2241
NODE_237_length_10980_cov_3.509931	10980	7.89741	7.89741	8.28567
NODE_238_length_10971_cov_4.945859	10971	11.3201	11.3201	14.7624
NODE_239_length_10940_cov_3.182545	10940	7.08665	7.08665	9.43326
NODE_240_length_10932_cov_5.294750	10932	11.848	11.848	17.162
NODE_241_length_10929_cov_6.104469	10929	14.975	14.975	19.7753
NODE_242_length_10920_cov_5.177543	10920	11.7228	11.7228	16.57
NODE_243_length_10903_cov_4.327895	10903	9.74221	9.74221	14.2623
NODE_244_length_10896_cov_4.760170	10896	11.1471	11.1471	13.3669
NODE_245_length_10832_cov_10.911385	10832	26.2629	26.2629	60.2556
NODE_246_length_10824_cov_3.879283	10824	8.76672	8.76672	9.61408
NODE_247_length_10778_cov_9.392614	10778	22.3729	22.3729	39.3729
NODE_248_length_10748_cov_5.266810	10748	11.7224	11.7224	19.9805
NODE_249_length_10718_cov_5.002626	10718	11.4519	11.4519	16.2349
NODE_250_length_10717_cov_4.354249	10717	9.81471	9.81471	11.6145
NODE_251_length_10717_cov_4.148846	10717	9.36254	9.36254	13.8295
NODE_252_length_10715_cov_7.830863	10715	18.8381	18.8381	28.1501
NODE_253_length_10670_cov_4.951861	10670	11.3583	11.3583	11.0374
NODE_254_length_10643_cov_27.300434	10643	32.4597	32.4597	164.977
NODE_255_length_10553_cov_4.867594	10553	11.2407	11.2407	13.0068
NODE_256_length_10526_cov_4.308853	10526	9.89775	9.89775	17.9335
NODE_257_length_10484_cov_4.751846	10484	10.9968	10.9968	13.0111
NODE_258_length_10300_cov_5.169937	10300	11.6917	11.6917	15.3517
NODE_259_length_10252_cov_5.313229	10252	12.0393	12.0393	17.7088
NODE_260_length_10171_cov_4.418545	10171	10.5109	10.511	16.8182
NODE_261_length_10134_cov_3.697787	10134	8.33063	8.33063	10.6429
NODE_262_length_10129_cov_4.122096	10129	9.31025	9.31025	11.683
NODE_263_length_10124_cov_4.835336	10124	11.1496	11.1496	17.3881
NODE_264_length_10101_cov_8.147820	10101	19.6973	19.6973	40.4327
NODE_265_length_10055_cov_4.430200	10055	10.2074	10.2074	11.2521
NODE_266_length_10046_cov_3.174857	10046	7.11611	7.11611	7.66624
NODE_267_length_10027_cov_4.382371	10027	10.3019	10.3019	13.8633
NODE_268_length_10018_cov_4.764830	10018	10.9487	10.9487	12.9009
NODE_269_length_10005_cov_10.000905	10005	23.3041	23.3041	40.879
NODE_270_length_9996_cov_7.460919	9996	17.4829	17.483	33.4701
NODE_271_length_9994_cov_9.023041	9994	21.8098	21.8098	40.0276
NODE_272_length_9956_cov_4.316433	9956	9.79482	9.79482	16.3213
NODE_273_length_9903_cov_3.878656	9903	8.68092	8.68092	12.1441
NODE_274_length_9843_cov_3.239273	9843	7.23594	7.23594	10.0708
NODE_275_length_9739_cov_7.216130	9739	15.977	15.977	16.7933
NODE_276_length_9676_cov_3.556179	9676	7.90836	7.90836	8.62108
NODE_277_length_9668_cov_3.430147	9668	7.83578	7.83578	11.0647
NODE_278_length_9650_cov_3.502032	9650	7.77526	7.77526	8.94812
NODE_279_length_9645_cov_4.980501	9645	11.5333	11.5333	15.0355
NODE_280_length_9638_cov_3.615047	9638	7.98872	7.98872	9.10073
NODE_281_length_9588_cov_4.605476	9588	10.7317	10.7317	16.4131
NODE_282_length_9526_cov_3.835287	9526	8.66233	8.66233	14.5845
NODE_283_length_9503_cov_3.689776	9503	8.78969	8.78969	12.0043
NODE_284_length_9461_cov_6.397300	9461	13.0491	13.0491	55.0417
NODE_285_length_9438_cov_4.993925	9438	11.2721	11.2721	12.7426
NODE_286_length_9433_cov_4.778631	9433	10.7628	10.7628	15.6911
NODE_287_length_9429_cov_2.981971	9429	6.57463	6.57463	7.59607
NODE_288_length_9413_cov_9.444860	9413	22.6187	22.6187	40.5603
NODE_289_length_9384_cov_4.734269	9384	10.7398	10.7398	14.362
NODE_290_length_9351_cov_3.323257	9351	8.0038	8.0038	7.18483
NODE_291_length_9331_cov_3.693834	9331	8.38362	8.38362	11.6475
NODE_292_length_9294_cov_4.734712	9294	10.9818	10.9818	20.308
NODE_293_length_9219_cov_4.121563	9219	9.31856	9.31856	11.938
NODE_294_length_9205_cov_3.752459	9205	8.46472	8.46483	13.4727
NODE_295_length_9169_cov_3.554861	9169	7.86151	7.86151	8.26831
NODE_296_length_9134_cov_3.827294	9134	8.66518	8.66518	9.485
NODE_297_length_9122_cov_9.203485	9122	21.9816	21.9816	48.4121
NODE_298_length_9081_cov_6.382672	9081	15.0274	15.0274	18.4081
NODE_299_length_9053_cov_9.315848	9053	22.5637	22.5637	33.8805
NODE_300_length_8957_cov_8.983487	8957	21.1427	21.1427	32.001
NODE_301_length_8952_cov_4.849949	8952	11.2218	11.2218	13.5228
NODE_302_length_8949_cov_9.713964	8949	23.0058	23.0058	35.3073
NODE_303_length_8815_cov_4.438813	8815	10.6967	10.6967	16.2922
NODE_304_length_8811_cov_8.573435	8811	19.3093	19.3093	38.2624
NODE_305_length_8802_cov_3.235052	8802	7.18574	7.18574	7.34826
NODE_306_length_8799_cov_3.854071	8799	8.55336	8.55336	9.29687
NODE_307_length_8762_cov_5.900310	8762	13.3713	13.3713	18.7898
NODE_308_length_8751_cov_5.049793	8751	11.6768	11.6768	15.7681
NODE_309_length_8740_cov_3.232815	8740	7.20233	7.20233	7.16608
NODE_310_length_8702_cov_3.297560	8702	7.31303	7.31303	7.31466
NODE_311_length_8685_cov_2.861993	8685	6.44241	6.44241	8.69686
NODE_312_length_8678_cov_8.300128	8678	19.1947	19.1947	25.644
NODE_313_length_8650_cov_3.598837	8650	7.98212	7.98212	11.7438
NODE_314_length_8648_cov_3.706971	8648	8.3735	8.3735	10.1107
NODE_315_length_8569_cov_3.388067	8569	7.54068	7.54068	8.27042
NODE_316_length_8562_cov_3.770307	8562	8.9981	8.9981	8.01005
NODE_317_length_8557_cov_5.705481	8557	13.0168	13.0168	19.0142
NODE_318_length_8536_cov_3.538144	8536	8.04424	8.04424	7.42367
NODE_319_length_8526_cov_3.087947	8526	6.84145	6.84145	9.46849
NODE_320_length_8515_cov_3.173995	8515	7.08787	7.08787	9.23516
NODE_321_length_8508_cov_3.388383	8508	7.66475	7.66475	8.64902
NODE_322_length_8469_cov_3.986095	8469	9.21048	9.21048	12.6388
NODE_323_length_8469_cov_3.815902	8469	8.56593	8.56593	12.1981
NODE_324_length_8384_cov_3.401249	8384	7.56874	7.56874	7.99042
NODE_325_length_8356_cov_3.770751	8356	8.91506	8.91506	10.9837
NODE_326_length_8351_cov_9.014224	8351	22.1393	22.1393	33.7048
NODE_327_length_8349_cov_4.074150	8349	9.17331	9.17331	10.3161
NODE_328_length_8333_cov_3.080937	8333	6.84578	6.84578	7.97708
NODE_329_length_8321_cov_10.275466	8321	22.2675	22.2675	77.6538
NODE_330_length_8321_cov_7.657271	8321	17.525	17.525	20.8858
NODE_331_length_8299_cov_3.125425	8299	6.91459	6.91459	8.22024
NODE_332_length_8269_cov_4.716581	8269	10.9209	10.9209	16.15
NODE_333_length_8265_cov_4.138855	8265	9.48799	9.48799	15.0126
NODE_334_length_8241_cov_3.265087	8241	7.57026	7.57026	8.46379
NODE_335_length_8205_cov_3.419387	8205	7.69075	7.69075	8.34306
NODE_336_length_8191_cov_7.195674	8191	16.5631	16.5631	14.405
NODE_337_length_8189_cov_5.078313	8189	11.5615	11.5615	12.7469
NODE_338_length_8175_cov_4.597414	8175	10.487	10.487	17.9682
NODE_339_length_8138_cov_3.314982	8138	7.38658	7.38658	8.90019
NODE_340_length_8130_cov_4.635913	8130	10.6936	10.6936	12.9212
NODE_341_length_8111_cov_3.062190	8111	7.09019	7.09019	8.56322
NODE_342_length_8068_cov_4.654936	8068	10.6289	10.6289	10.5406
NODE_343_length_8030_cov_3.604013	8030	8.47957	8.47957	8.8637
NODE_344_length_8019_cov_3.472376	8019	7.74698	7.74698	6.93121
NODE_345_length_8011_cov_3.078180	8011	6.93118	6.93118	6.19887
NODE_346_length_8010_cov_2.983155	8010	6.6631	6.6631	8.24102
NODE_347_length_7979_cov_3.025618	7979	6.83804	6.83804	9.21393
NODE_348_length_7966_cov_4.110858	7966	9.96418	9.96418	10.6556
NODE_349_length_7945_cov_6.065779	7945	14.1824	14.1824	24.048
NODE_350_length_7941_cov_4.747400	7941	10.9226	10.9226	16.0932
NODE_351_length_7884_cov_3.546302	7884	7.91518	7.91518	10.0038
NODE_352_length_7878_cov_3.461588	7878	7.98551	7.98551	6.94531
NODE_353_length_7871_cov_5.451510	7871	12.2963	12.2963	20.6173
NODE_354_length_7852_cov_2.809029	7852	6.2885	6.2885	6.0466
NODE_355_length_7841_cov_8.575263	7841	20.3851	20.3851	28.2496
NODE_356_length_7840_cov_3.094798	7840	7.50559	7.50559	9.48802
NODE_357_length_7814_cov_6.436525	7814	14.843	14.843	20.6958
NODE_358_length_7773_cov_4.584478	7773	11.0639	11.0639	16.867
NODE_359_length_7772_cov_2.946093	7772	6.52099	6.52099	7.24111
NODE_360_length_7729_cov_10.654939	7729	25.415	25.415	47.5075
NODE_361_length_7721_cov_2.844639	7721	6.35742	6.35742	7.04755
NODE_362_length_7714_cov_3.383340	7714	8.20796	8.20796	13.4439
NODE_363_length_7703_cov_4.332897	7703	9.18946	9.18946	11.4599
NODE_364_length_7698_cov_3.245715	7698	7.19065	7.19065	8.24418
NODE_365_length_7696_cov_4.648214	7696	10.671	10.671	11.7076
NODE_366_length_7678_cov_5.630854	7678	13.0356	13.0356	25.9589
NODE_367_length_7673_cov_3.022841	7673	6.76127	6.76127	8.10898
NODE_368_length_7643_cov_4.640880	7643	10.1427	10.1427	27.7417
NODE_369_length_7615_cov_3.523810	7615	7.72204	7.72204	7.8726
NODE_370_length_7602_cov_4.095270	7602	9.08494	9.08494	14.1844
NODE_371_length_7597_cov_3.974012	7597	9.63918	9.63918	12.8754
NODE_372_length_7581_cov_3.751129	7581	8.36926	8.36926	12.4359
NODE_373_length_7554_cov_3.954794	7554	8.97312	8.97312	13.9361
NODE_374_length_7546_cov_3.611534	7546	8.00838	8.00838	9.71673
NODE_375_length_7542_cov_5.112862	7542	11.643	11.643	12.7774
NODE_376_length_7537_cov_4.086608	7537	9.85705	9.85705	13.001
NODE_377_length_7510_cov_3.641046	7510	8.15272	8.15272	13.3441
NODE_378_length_7497_cov_4.158291	7497	9.92296	9.92296	15.0393
NODE_379_length_7480_cov_2.849697	7480	6.3382	6.3382	7.44089
