contig_id,cluster_id
NODE_1461_length_2738_cov_4.817741,17
NODE_3678_length_1565_cov_3.749007,15
NODE_5105_length_1280_cov_2.852245,29
NODE_4676_length_1352_cov_1.802621,23
NODE_767_length_4173_cov_18.726323,17
NODE_6316_length_1127_cov_1.837687,13
NODE_7640_length_1013_cov_2.053236,23
NODE_6322_length_1126_cov_2.927171,15
NODE_7221_length_1044_cov_2.581395,2
NODE_6301_length_1128_cov_2.440820,17
NODE_1417_length_2803_cov_2.919214,4
NODE_950_length_3574_cov_2.820119,4
NODE_6904_length_1071_cov_8.934055,2
NODE_5837_length_1181_cov_1.353464,23
NODE_2369_length_2045_cov_1.647739,29
NODE_3194_length_1696_cov_1.981718,2
NODE_412_length_5979_cov_2.965057,4
NODE_2601_length_1932_cov_2.817794,2
NODE_934_length_3615_cov_3.199719,15
NODE_2585_length_1942_cov_3.162692,13
NODE_4364_length_1408_cov_2.308204,20
NODE_5550_length_1218_cov_2.371453,18
NODE_3233_length_1684_cov_3.251074,15
NODE_2475_length_1993_cov_2.795666,4
NODE_2309_length_2071_cov_2.305556,23
NODE_247_length_9273_cov_5.181927,32
NODE_5525_length_1220_cov_2.948498,18
NODE_2257_length_2097_cov_1.515181,2
NODE_4586_length_1366_cov_2.465294,2
NODE_2356_length_2048_cov_3.042649,4
NODE_7647_length_1012_cov_3.652038,4
NODE_3921_length_1507_cov_1.231405,29
NODE_6373_length_1120_cov_2.407512,13
NODE_4480_length_1387_cov_1.869369,15
NODE_5335_length_1246_cov_2.981528,17
NODE_1643_length_2553_cov_3.098078,18
NODE_5239_length_1259_cov_8.102990,29
NODE_2488_length_1985_cov_3.627979,18
NODE_3048_length_1746_cov_1.441750,29
NODE_4223_length_1438_cov_2.388286,2
NODE_2195_length_2134_cov_2.354497,2
NODE_897_length_3716_cov_5.045616,32
NODE_3590_length_1585_cov_7.290850,15
NODE_390_length_6219_cov_5.431051,32
NODE_5068_length_1287_cov_1.774351,29
NODE_6845_length_1077_cov_2.107632,29
NODE_1729_length_2477_cov_2.990504,23
NODE_3661_length_1570_cov_1.759076,13
NODE_345_length_6865_cov_3.026872,32
NODE_7588_length_1017_cov_1.968815,17
NODE_7282_length_1040_cov_1.665990,29
NODE_5789_length_1187_cov_2.052120,14
NODE_6751_length_1085_cov_1.747573,14
NODE_4059_length_1477_cov_2.020394,2
NODE_507_length_5206_cov_2.897690,32
NODE_6194_length_1141_cov_2.188766,29
NODE_961_length_3552_cov_2.933657,23
NODE_7634_length_1013_cov_2.732777,23
NODE_7786_length_1002_cov_1.864836,14
NODE_3586_length_1586_cov_2.826257,15
NODE_6275_length_1132_cov_1.292479,13
NODE_2417_length_2021_cov_2.546796,29
NODE_4112_length_1462_cov_4.574271,23
NODE_1423_length_2791_cov_3.362208,18
NODE_2342_length_2052_cov_3.446169,15
NODE_358_length_6688_cov_3.998492,8
NODE_3201_length_1694_cov_4.411836,8
NODE_641_length_4623_cov_3.575525,32
NODE_3193_length_1696_cov_2.418647,15
NODE_6233_length_1137_cov_1.794824,13
NODE_6187_length_1142_cov_1.548298,29
NODE_80_length_24812_cov_5.159510,32
NODE_6516_length_1106_cov_1.810657,13
NODE_7514_length_1023_cov_5.455579,8
NODE_7362_length_1034_cov_2.799796,4
NODE_1010_length_3428_cov_2.855322,4
NODE_1708_length_2498_cov_2.831355,8
NODE_906_length_3691_cov_2.889714,4
NODE_39_length_40031_cov_4.870797,32
NODE_4793_length_1331_cov_1.725705,29
NODE_5220_length_1262_cov_2.705882,4
NODE_3635_length_1575_cov_1.982895,2
NODE_4995_length_1297_cov_1.285829,2
NODE_272_length_8331_cov_2.837240,4
NODE_4714_length_1345_cov_2.788372,13
NODE_3026_length_1754_cov_6.911124,17
NODE_5111_length_1280_cov_1.996735,2
NODE_5820_length_1183_cov_1.805851,14
NODE_632_length_4669_cov_3.315778,32
NODE_1202_length_3092_cov_3.387883,4
NODE_5821_length_1183_cov_1.789007,13
NODE_7427_length_1029_cov_2.657084,29
NODE_213_length_10486_cov_5.395456,32
NODE_1230_length_3050_cov_14.481803,17
NODE_6146_length_1146_cov_2.130156,18
NODE_4093_length_1468_cov_1.413305,13
NODE_6139_length_1147_cov_1.916667,13
NODE_7594_length_1017_cov_1.470894,29
NODE_6950_length_1067_cov_3.320158,20
NODE_5301_length_1251_cov_2.294314,2
NODE_6491_length_1108_cov_1.798670,29
NODE_5725_length_1195_cov_2.820175,23
NODE_3381_length_1640_cov_2.490221,18
NODE_3192_length_1696_cov_2.565509,18
NODE_6946_length_1068_cov_2.112537,13
NODE_3199_length_1695_cov_1.821951,29
NODE_5359_length_1244_cov_1.804037,15
NODE_191_length_11687_cov_5.635660,32
NODE_771_length_4163_cov_3.312317,4
NODE_3457_length_1618_cov_2.323097,2
NODE_6164_length_1144_cov_4.359963,20
NODE_6033_length_1158_cov_1.951043,13
NODE_1655_length_2545_cov_3.869478,8
NODE_7627_length_1014_cov_2.092805,0
NODE_7501_length_1025_cov_1.367010,13
NODE_4823_length_1325_cov_2.191339,13
NODE_5430_length_1234_cov_1.548770,13
NODE_3596_length_1583_cov_2.756545,18
NODE_5403_length_1238_cov_1.721893,20
NODE_2166_length_2152_cov_3.716738,2
NODE_7646_length_1013_cov_1.327766,13
NODE_3317_length_1659_cov_3.528055,8
NODE_2604_length_1930_cov_4.283200,8
NODE_3127_length_1718_cov_2.597715,2
NODE_5814_length_1184_cov_1.764393,13
NODE_7772_length_1003_cov_2.023207,29
NODE_4137_length_1456_cov_2.148465,2
NODE_6309_length_1127_cov_3.224813,4
NODE_464_length_5536_cov_2.662288,4
NODE_286_length_7960_cov_3.037698,4
NODE_6718_length_1088_cov_1.928364,18
NODE_2385_length_2035_cov_2.326263,18
NODE_354_length_6710_cov_4.459204,8
NODE_6108_length_1151_cov_1.765511,20
NODE_1442_length_2760_cov_2.985952,18
NODE_7421_length_1030_cov_1.957949,2
NODE_1992_length_2271_cov_2.060469,18
NODE_1194_length_3099_cov_3.015112,4
NODE_4425_length_1396_cov_3.164057,4
NODE_3669_length_1568_cov_2.111699,2
NODE_5850_length_1179_cov_1.787367,23
NODE_4455_length_1392_cov_1.294690,13
NODE_2843_length_1822_cov_2.270515,15
NODE_1137_length_3182_cov_22.988487,15
NODE_2370_length_2043_cov_2.478370,18
NODE_5886_length_1175_cov_2.009821,15
NODE_7524_length_1023_cov_1.901860,23
NODE_1762_length_2437_cov_1.836272,29
NODE_5235_length_1260_cov_4.031535,8
NODE_7670_length_1011_cov_1.627615,17
NODE_159_length_13721_cov_5.340846,28
NODE_6270_length_1132_cov_5.444754,2
NODE_5441_length_1232_cov_3.183517,20
NODE_6961_length_1066_cov_1.848665,29
NODE_267_length_8462_cov_4.534555,32
NODE_6830_length_1078_cov_2.060606,15
NODE_3786_length_1539_cov_2.893531,15
NODE_4325_length_1416_cov_1.374724,20
NODE_615_length_4708_cov_2.895981,4
NODE_1246_length_3028_cov_2.276152,23
NODE_15_length_61328_cov_5.260017,32
NODE_5336_length_1246_cov_2.353484,18
NODE_6126_length_1149_cov_1.874771,15
NODE_5570_length_1215_cov_2.891379,15
NODE_3142_length_1709_cov_2.223700,18
NODE_363_length_6599_cov_3.734872,8
NODE_5314_length_1249_cov_3.202680,4
NODE_3274_length_1673_cov_2.161310,17
NODE_2516_length_1973_cov_4.627216,15
NODE_5512_length_1222_cov_2.102828,13
NODE_4229_length_1437_cov_2.657019,18
NODE_70_length_28739_cov_4.890950,32
NODE_1920_length_2316_cov_2.630252,20
NODE_2384_length_2036_cov_3.401817,4
NODE_6923_length_1070_cov_1.640394,13
NODE_3867_length_1518_cov_1.792891,2
NODE_7211_length_1045_cov_2.537374,13
NODE_179_length_12470_cov_4.583246,8
NODE_2201_length_2129_cov_2.230955,18
NODE_2100_length_2206_cov_2.516039,18
NODE_4280_length_1426_cov_1.814734,29
NODE_2058_length_2232_cov_3.083601,4
NODE_7487_length_1025_cov_2.749485,15
NODE_3946_length_1501_cov_2.672891,2
NODE_2789_length_1842_cov_3.013990,29
NODE_321_length_7219_cov_5.302345,32
NODE_7720_length_1007_cov_1.487395,2
NODE_4673_length_1352_cov_3.067849,8
NODE_6300_length_1128_cov_2.613234,2
NODE_4924_length_1307_cov_2.275559,13
NODE_4595_length_1365_cov_2.177099,20
NODE_2521_length_1970_cov_3.082507,4
NODE_4594_length_1365_cov_2.194656,18
NODE_2717_length_1873_cov_12.288229,2
NODE_2078_length_2221_cov_1.950139,2
NODE_1963_length_2291_cov_2.614490,4
NODE_1356_length_2886_cov_2.678559,4
NODE_6511_length_1106_cov_2.042816,14
NODE_1371_length_2873_cov_3.068133,18
NODE_3742_length_1551_cov_4.011364,2
NODE_4002_length_1489_cov_2.465132,18
NODE_5631_length_1208_cov_1.614918,13
NODE_377_length_6442_cov_2.536089,15
NODE_1191_length_3105_cov_2.836721,17
NODE_2471_length_1994_cov_2.613718,32
NODE_6614_length_1097_cov_2.003839,13
NODE_2394_length_2031_cov_10.535425,2
NODE_3327_length_1657_cov_3.332085,18
NODE_900_length_3707_cov_2.840361,32
NODE_6650_length_1094_cov_2.040423,15
NODE_7019_length_1062_cov_1.357498,29
NODE_1661_length_2543_cov_1.753215,29
NODE_2577_length_1947_cov_1.443446,2
NODE_6011_length_1160_cov_3.775566,2
NODE_2896_length_1802_cov_1.699485,2
NODE_7320_length_1037_cov_1.872709,17
NODE_3514_length_1606_cov_2.765313,15
NODE_3014_length_1758_cov_2.424545,17
NODE_2130_length_2176_cov_2.390853,2
NODE_1015_length_3416_cov_2.825647,4
NODE_1283_length_2981_cov_2.955229,4
NODE_7462_length_1027_cov_2.344650,13
NODE_3909_length_1510_cov_1.604811,23
NODE_6420_length_1116_cov_1.666352,29
NODE_6843_length_1077_cov_2.375734,13
NODE_7778_length_1003_cov_1.444093,29
NODE_2377_length_2041_cov_2.167674,18
NODE_83_length_23664_cov_4.848532,32
NODE_5411_length_1237_cov_1.795262,13
NODE_3617_length_1579_cov_1.888451,2
NODE_1571_length_2631_cov_3.536879,4
NODE_7394_length_1032_cov_1.824974,29
NODE_4118_length_1461_cov_2.145092,29
NODE_1566_length_2635_cov_1.936434,2
NODE_5500_length_1224_cov_2.491873,2
NODE_4782_length_1333_cov_1.982786,29
NODE_468_length_5498_cov_3.051810,17
NODE_3565_length_1592_cov_4.918673,8
NODE_6824_length_1078_cov_2.745846,20
NODE_2538_length_1962_cov_2.753015,18
NODE_389_length_6252_cov_11.636276,32
NODE_7700_length_1008_cov_1.853095,2
NODE_1760_length_2439_cov_2.534815,4
NODE_3221_length_1688_cov_2.448867,2
NODE_6259_length_1134_cov_1.653383,2
NODE_4460_length_1391_cov_2.622754,23
NODE_2822_length_1831_cov_2.307432,29
NODE_4063_length_1475_cov_1.830282,23
NODE_941_length_3590_cov_2.803395,32
NODE_2193_length_2135_cov_2.714904,18
NODE_5459_length_1230_cov_1.164255,13
NODE_4590_length_1366_cov_1.756674,13
NODE_3507_length_1608_cov_1.934965,13
NODE_7380_length_1033_cov_2.224949,13
NODE_2235_length_2106_cov_1.843979,2
NODE_3709_length_1558_cov_2.446440,15
NODE_2683_length_1891_cov_2.585512,18
NODE_7738_length_1006_cov_1.445846,29
NODE_6078_length_1153_cov_2.186703,15
NODE_6813_length_1080_cov_1.288780,22
NODE_693_length_4415_cov_3.002294,4
NODE_1042_length_3352_cov_3.072793,4
NODE_5829_length_1182_cov_2.025732,29
NODE_3566_length_1592_cov_2.577098,15
NODE_4681_length_1352_cov_1.495759,2
NODE_2671_length_1895_cov_2.055435,18
NODE_2800_length_1837_cov_3.390572,32
NODE_4039_length_1481_cov_2.753857,18
NODE_5080_length_1284_cov_4.056143,17
NODE_5366_length_1243_cov_1.771886,13
NODE_6388_length_1119_cov_1.702068,13
NODE_2486_length_1987_cov_1.688923,2
NODE_5908_length_1172_cov_2.480752,29
NODE_4161_length_1451_cov_2.113897,23
NODE_3871_length_1516_cov_2.254620,23
NODE_3099_length_1724_cov_3.278011,4
NODE_1563_length_2635_cov_2.533721,23
NODE_2844_length_1822_cov_1.670062,2
NODE_2535_length_1964_cov_2.272918,15
NODE_3573_length_1591_cov_1.559245,18
NODE_5317_length_1248_cov_6.152557,2
NODE_6455_length_1112_cov_1.554399,2
NODE_913_length_3672_cov_6.243848,28
NODE_4206_length_1442_cov_1.994232,18
NODE_205_length_10758_cov_4.327478,32
NODE_583_length_4897_cov_4.281289,8
NODE_6660_length_1093_cov_1.985549,18
NODE_3442_length_1622_cov_3.009572,17
NODE_3731_length_1554_cov_2.828552,17
NODE_7293_length_1039_cov_2.372967,29
NODE_2944_length_1782_cov_1.629415,29
NODE_6182_length_1142_cov_2.680773,20
NODE_2831_length_1828_cov_3.123519,29
NODE_4780_length_1333_cov_2.251174,2
NODE_3589_length_1586_cov_1.757675,14
NODE_5475_length_1227_cov_2.711604,17
NODE_2542_length_1960_cov_3.328609,17
NODE_4212_length_1440_cov_3.265704,15
NODE_344_length_6887_cov_4.281030,8
NODE_5625_length_1209_cov_1.494801,13
NODE_7512_length_1024_cov_1.564499,29
NODE_7322_length_1037_cov_1.835031,13
NODE_2731_length_1867_cov_2.633002,15
NODE_1225_length_3057_cov_3.250167,18
NODE_7580_length_1018_cov_1.122534,13
NODE_2476_length_1993_cov_2.368937,15
NODE_5575_length_1215_cov_1.755172,13
NODE_1777_length_2426_cov_2.902995,4
NODE_3722_length_1555_cov_2.849333,18
NODE_4160_length_1451_cov_3.103868,15
NODE_3537_length_1599_cov_2.597150,4
NODE_6020_length_1159_cov_2.165761,13
NODE_3278_length_1672_cov_2.222016,29
NODE_5178_length_1269_cov_7.006590,2
NODE_4960_length_1302_cov_1.683240,17
NODE_493_length_5304_cov_2.292437,32
NODE_4985_length_1298_cov_2.601770,20
NODE_6384_length_1119_cov_1.876880,14
NODE_7265_length_1041_cov_1.611562,29
NODE_4571_length_1368_cov_1.876618,29
NODE_3546_length_1596_cov_2.576249,13
NODE_47_length_35923_cov_5.309440,32
NODE_7040_length_1060_cov_2.050746,29
NODE_478_length_5381_cov_2.747278,4
NODE_4914_length_1309_cov_1.955343,23
NODE_1822_length_2395_cov_1.946581,18
NODE_1157_length_3158_cov_3.107960,17
NODE_5448_length_1231_cov_1.966837,14
NODE_1856_length_2366_cov_2.959325,15
NODE_2981_length_1769_cov_2.042590,15
NODE_5861_length_1177_cov_3.314617,15
NODE_6974_length_1065_cov_1.919802,13
NODE_5874_length_1176_cov_1.985727,2
NODE_6716_length_1088_cov_2.030010,2
NODE_7757_length_1004_cov_1.788198,23
NODE_751_length_4227_cov_2.876318,32
NODE_7494_length_1025_cov_1.892784,13
NODE_7260_length_1041_cov_2.007099,29
NODE_3775_length_1541_cov_2.778600,18
NODE_6612_length_1097_cov_2.537428,18
NODE_2122_length_2185_cov_2.089202,2
NODE_2534_length_1964_cov_3.207438,4
NODE_909_length_3683_cov_3.983738,8
NODE_2317_length_2066_cov_2.801591,4
NODE_689_length_4424_cov_3.414511,4
NODE_6120_length_1150_cov_1.716895,13
NODE_5515_length_1222_cov_1.059126,13
NODE_1774_length_2429_cov_12.101938,2
NODE_1016_length_3415_cov_3.292857,4
NODE_6545_length_1104_cov_2.559581,23
NODE_731_length_4292_cov_2.668161,28
NODE_5353_length_1244_cov_2.639193,2
NODE_2941_length_1782_cov_3.897510,4
NODE_4396_length_1401_cov_2.672363,4
NODE_2788_length_1843_cov_1.799217,23
NODE_6376_length_1120_cov_1.894836,23
NODE_2876_length_1810_cov_44.271795,17
NODE_3874_length_1516_cov_1.672827,2
NODE_6806_length_1080_cov_2.150244,13
NODE_6892_length_1073_cov_1.793713,13
NODE_748_length_4233_cov_4.274773,8
NODE_4274_length_1427_cov_2.258017,13
NODE_1771_length_2431_cov_2.767677,23
NODE_1437_length_2765_cov_2.624354,18
NODE_5023_length_1292_cov_2.080841,13
NODE_61_length_32081_cov_5.119497,32
NODE_6083_length_1153_cov_2.016393,14
NODE_66_length_29795_cov_6.105750,28
NODE_3186_length_1697_cov_2.374543,23
NODE_5307_length_1250_cov_2.789958,13
NODE_5763_length_1190_cov_2.644053,13
NODE_216_length_10384_cov_5.060025,32
NODE_7041_length_1060_cov_1.872637,13
NODE_6606_length_1098_cov_2.503356,4
NODE_4776_length_1334_cov_1.765442,14
NODE_5330_length_1247_cov_2.257550,29
NODE_4661_length_1354_cov_2.592764,20
NODE_5663_length_1203_cov_2.417247,13
NODE_1219_length_3068_cov_3.405576,2
NODE_3340_length_1653_cov_8.498748,29
NODE_1344_length_2901_cov_2.739283,4
NODE_1119_length_3214_cov_2.863248,4
NODE_1018_length_3412_cov_2.941912,32
NODE_1073_length_3302_cov_2.840776,4
NODE_5387_length_1240_cov_1.150211,2
NODE_6302_length_1128_cov_2.227400,14
NODE_5381_length_1240_cov_2.711392,2
NODE_7430_length_1029_cov_2.134497,13
NODE_7765_length_1003_cov_2.508439,18
NODE_724_length_4325_cov_2.816159,4
NODE_6779_length_1083_cov_1.329767,2
NODE_5115_length_1279_cov_13.588235,17
NODE_7556_length_1020_cov_2.195855,29
NODE_6132_length_1148_cov_2.032937,23
NODE_1404_length_2822_cov_2.279364,18
NODE_4340_length_1413_cov_1.811487,18
NODE_2101_length_2204_cov_5.680782,2
NODE_2285_length_2083_cov_4.816568,2
NODE_6932_length_1069_cov_2.144970,13
NODE_7561_length_1020_cov_1.683938,29
NODE_3966_length_1497_cov_2.307212,18
NODE_740_length_4260_cov_2.492271,23
NODE_1021_length_3408_cov_4.161050,8
NODE_4314_length_1417_cov_4.469163,15
NODE_6852_length_1077_cov_1.541096,17
NODE_227_length_9924_cov_3.626913,8
NODE_2278_length_2089_cov_2.077188,18
NODE_3544_length_1596_cov_2.765088,13
NODE_1778_length_2425_cov_3.774262,4
NODE_3286_length_1670_cov_2.106502,2
NODE_1223_length_3062_cov_2.541071,18
NODE_4613_length_1362_cov_2.007651,13
NODE_7787_length_1002_cov_1.805702,13
NODE_2866_length_1813_cov_2.151308,13
NODE_3730_length_1554_cov_3.617745,20
NODE_5249_length_1258_cov_2.459684,2
NODE_4876_length_1315_cov_1.872222,15
NODE_4573_length_1368_cov_1.768469,13
NODE_5015_length_1294_cov_1.404358,23
NODE_610_length_4740_cov_4.361580,32
NODE_6024_length_1159_cov_1.802536,13
NODE_6956_length_1067_cov_1.100791,15
NODE_5674_length_1202_cov_1.827376,2
NODE_4083_length_1471_cov_1.603814,29
NODE_4956_length_1302_cov_2.201283,23
